img_path,pred,label
data/harvard_pred/miniature-and-text/https_ids.lib.harvard.edu_ids_iiif_9828302_full_full_0_native.jpg,miniature-and-text,miniature-and-text
data/harvard_pred/miniature-and-text/https_ids.lib.harvard.edu_ids_iiif_48464358_full_full_0_native.jpg,miniature-and-text,miniature-and-text
data/harvard_pred/miniature-and-text/https_ids.lib.harvard.edu_ids_iiif_4771062_full_full_0_native.jpg,miniature-and-text,miniature-and-text
data/harvard_pred/miniature-and-text/https_ids.lib.harvard.edu_ids_iiif_10908826_full_full_0_native.jpg,miniature-and-text,miniature-and-text
data/harvard_pred/miniature-and-text/https_ids.lib.harvard.edu_ids_iiif_15963620_full_full_0_native.jpg,miniature-and-text,miniature-and-text
data/harvard_pred/miniature-and-text/https_ids.lib.harvard.edu_ids_iiif_5981494_full_full_0_native.jpg,miniature-and-text,miniature-and-text
data/harvard_pred/miniature-and-text/miniature/https_ids.lib.harvard.edu_ids_iiif_6135555_full_full_0_native.jpg,miniature-and-text,miniature
data/harvard_pred/miniature-and-text/miniature/https_ids.lib.harvard.edu_ids_iiif_16032414_full_full_0_native.jpg,miniature-and-text,miniature
data/harvard_pred/miniature-and-text/miniature/https_ids.lib.harvard.edu_ids_iiif_6135641_full_full_0_native.jpg,miniature-and-text,miniature
data/harvard_pred/miniature-and-text/miniature/https_ids.lib.harvard.edu_ids_iiif_6135481_full_full_0_native.jpg,miniature-and-text,miniature
data/harvard_pred/miniature-and-text/miniature/https_ids.lib.harvard.edu_ids_iiif_6135403_full_full_0_native.jpg,miniature-and-text,miniature
data/harvard_pred/miniature-and-text/text-with-miniature/https_ids.lib.harvard.edu_ids_iiif_15963917_full_full_0_native.jpg,miniature-and-text,text-with-miniature
data/harvard_pred/miniature-and-text/text-with-miniature/https_ids.lib.harvard.edu_ids_iiif_15963623_full_full_0_native.jpg,miniature-and-text,text-with-miniature
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614894_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47957906_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15963670_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9900189_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918341_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47957934_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47779771_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10149432_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9900459_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_5981482_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49309432_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9900291_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47779694_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756713_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828164_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47779803_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49309364_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10310433_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135652_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49594336_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828508_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10310207_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135447_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_26121332_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47957875_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15963659_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918486_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_5981768_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10149505_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135619_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10840839_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918308_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918320_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614654_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_5981874_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47957909_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614802_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032559_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_17695692_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10310435_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756705_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828175_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10149454_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032614_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918345_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10644189_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135466_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_26121270_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828480_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135445_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828347_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828349_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032450_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032447_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47779817_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918463_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614887_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828445_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10840757_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828161_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15963772_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49309428_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828342_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15963876_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_4771798_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_26121340_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_422676439_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10310377_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_422676490_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135594_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135645_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10840940_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614649_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49593905_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10149593_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756514_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49309457_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10310166_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15963861_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_6135524_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9900198_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10644216_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_4771702_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49309440_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_5981626_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47957947_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614704_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_48464452_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47779720_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49594061_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032563_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756537_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49593873_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10840836_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756674_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10644226_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756708_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614696_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_26121310_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10149617_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10644213_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_422676399_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_17695717_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_422676266_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828485_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10644159_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032663_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_16032640_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15918427_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10644233_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614857_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49309461_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_10614767_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_9828464_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756564_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_47957959_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49593804_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_15963687_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49756521_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_49594294_full_full_0_native.jpg,text,text
data/harvard_pred/text/https_ids.lib.harvard.edu_ids_iiif_4771236_full_full_0_native.jpg,text,text
